User_ID,Tweet_ID,Texto,Ubicación,Enlace del Tweet Original
1484332345289154560,1771959664625737968,"Mi gran amigo entrañable @sergioaguayo, está haciendo un extraordinario trabajo como parte de la comisión ""independiente"", que prepara un informe sobre el manejo de Covid-19.

Aprendió muy bien de @DeniseDresserG al hablar de temas los cuales desconoce oor completo. https://t.co/Aq8hebZqwx",,https://twitter.com/1484332345289154560/status/1771959664625737968
1349961392707821568,1773527477370986762,"💩""Usurero y sinvergüenza"".💩

Resulta que el juez Miguel Robles Villegas amparo al #DientesDeBurroChillon @RicardoBSalinas para no pagar a sus acreedores en USA.

Con el argumento de que en México aún existían casos de COVID 19.

Cuando en mayo del 2023 se dio fin a la pandemia. https://t.co/Md4aQkoVUI", En el mundo de hoy..,https://twitter.com/1349961392707821568/status/1773527477370986762
1602444595165642753,1772618620805275708,"La FDA se compromete a eliminar cualquier publicación que desaconseje el uso de ivermectina para COVID-19 en sus plataformas web y redes sociales. 

La evidencia acumulada respalda el uso de ivermectina para el tratamiento de COVID-19. Numerosos estudios y revisiones sistemáticas… https://t.co/PcGRN5sKaZ",Galicia,https://twitter.com/1602444595165642753/status/1772618620805275708
4186911203,1772555238509015050,"Value and Bro SL, empresa de ""asesoramiento legal, laboral y tributario"" sin empleados en plantilla 
👉🏻Illa pagó 5 millones de euros,en hisopos, para tomar muestras de la covid-19

Despacho de abogados de cuatro empleados con sede en Nicosia (Chipre)
👉🏻Illa pagó de 9 millones de… https://t.co/l7e1ZKx1VJ",𝓒𝓪𝓽𝓪𝓵𝓾𝓷𝔂𝓪,https://twitter.com/4186911203/status/1772555238509015050
91212101,1772736364963926303,"Respuesta y comentario del Dr. Hugo López-Gatell al periodista Manuel López San Martín, en relación a su polémica permanencia como moderador del debate presidencial del próximo domingo 7 de abril

¿Recuerdan la posición de Ricardo Salinas Pliego durante la Pandemia de COVID 19? https://t.co/s97itOOJwK",Puebla. México,https://twitter.com/91212101/status/1772736364963926303
1427718121020743683,1772455153129402571,"[Covid 19] [Scamdemic] ""Collapsed Suddenly Compilation"" ...👇 https://t.co/GzDXO5vxoh",New Zealand,https://twitter.com/1427718121020743683/status/1772455153129402571
186508118,1771820113609499005,"María, que perdió a sus dos padres en una residencia de Madrid durante el COVID-19, relata las veces que intentó contactar e informarse sobre el estado de salud de ambos con distintas personas que trabajaban en el centro en ese momento. https://t.co/z8CNnDSJfU",Cadena SER,https://twitter.com/186508118/status/1771820113609499005
4849799102,1773142334487605367,"@jgnaredo @lopezobrador_ Si claro, es un tipo “súper inteligente”, tanto que ante la amenaza del Covid-19 dijo que nos abrazáramos, que no pasaba nada 🤣

Es tan inteligente que su política de #AbrazosNoBalazos ha dejado a más de 180,000 muertos, aparte de IGNORANTE, es un nefasto y corrupto el… https://t.co/WBbCgIFDRz","Cuauhtémoc, Distrito Federal",https://twitter.com/4849799102/status/1773142334487605367
1602444595165642753,1773006424232108244,"Comunicado del gobierno de Japón sobre el Consentimiento Informado para las Vacunas contra el COVID-19:

""La vacunación se llevará a cabo únicamente con el consentimiento informado de cada individuo, después de proporcionar la información necesaria. Es importante que cada persona… https://t.co/TcovJ9Ys2g",Galicia,https://twitter.com/1602444595165642753/status/1773006424232108244
,,,,https://twitter.com/nan/status/nan
,,,,https://twitter.com/nan/status/nan
